City_development_index,Gender,Relevant_Experience,Enrolled_university,Education_level,Major_discipline,Total_Experience,Company_size,Company_type,target
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,8,50-99,Pvt Ltd,0
0.840,Male,Has relevent experience,No Enrollment,Masters,STEM,4,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Funded Startup,1
0.920,Male,No relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,50-99,Funded Startup,0
0.940,Male,Has relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,2,10-49,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,No Major,4,0-9,Pvt Ltd,0
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,500-999,Funded Startup,1
0.900,Female,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,12,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,10-49,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,No Major,21,1000-4999,Pvt Ltd,0
0.800,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,3,0-9,Pvt Ltd,1
0.910,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,0
0.770,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,50-99,Pvt Ltd,0
0.560,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,3,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,Full time course,Graduate,STEM,1,0-9,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,1000-4999,Public Sector,0
0.930,Male,Has relevent experience,Part time course,Masters,STEM,11,50-99,Pvt Ltd,0
0.520,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,100-499,NGO,0
0.840,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,100-499,Pvt Ltd,0
0.920,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0
0.760,Male,Has relevent experience,No Enrollment,Masters,STEM,10,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Public Sector,1
0.890,Male,No relevent experience,No Enrollment,Graduate,STEM,10,100-499,NGO,0
0.910,Male,No relevent experience,Part time course,Graduate,STEM,1,5000-9999,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.780,Male,Has relevent experience,Part time course,Graduate,STEM,21,5000-9999,Public Sector,0
0.620,Male,Has relevent experience,Full time course,Masters,STEM,1,0-9,Early Stage Startup,1
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,10,10000+,Pvt Ltd,0
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,0,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,10-49,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Masters,Other,9,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,6,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.920,Male,No relevent experience,No Enrollment,Graduate,STEM,2,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Masters,Humanities,21,10000+,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,10-49,Pvt Ltd,0
0.560,Male,Has relevent experience,Part time course,Masters,STEM,2,10000+,Pvt Ltd,1
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,0-9,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,0-9,Other,0
0.860,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,5,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,0-9,Funded Startup,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,3,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1
0.620,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Funded Startup,0
0.740,Male,Has relevent experience,No Enrollment,Masters,STEM,19,50-99,Pvt Ltd,0
0.920,Male,No relevent experience,No Enrollment,Graduate,Business Degree,2,0-9,Pvt Ltd,0
0.880,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,0
0.770,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1
0.740,Male,Has relevent experience,No Enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,0
0.670,Male,Has relevent experience,Part time course,Graduate,STEM,8,500-999,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,Other,7,50-99,Pvt Ltd,0
0.910,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,0
0.650,Male,Has relevent experience,No Enrollment,Masters,STEM,3,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,9,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0
0.910,Male,Has relevent experience,Full time course,Graduate,STEM,6,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,0
0.550,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,100-499,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Phd,STEM,0,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,0-9,Early Stage Startup,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,0
0.750,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,50-99,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,21,500-999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,1
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0
0.700,Male,Has relevent experience,No Enrollment,Masters,STEM,5,0-9,Funded Startup,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0
0.950,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,0
0.740,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,10-49,Pvt Ltd,1
0.700,Male,Has relevent experience,No Enrollment,Masters,STEM,10,100-499,Pvt Ltd,0
0.620,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,3,50-99,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,9,0-9,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,0
0.870,Male,Has relevent experience,Full time course,Graduate,STEM,6,0-9,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,50-99,Funded Startup,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,16,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,Humanities,4,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0
0.740,Male,No relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,500-999,Pvt Ltd,0
0.690,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,10-49,Early Stage Startup,0
0.800,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-499,Pvt Ltd,0
0.530,Female,Has relevent experience,No Enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1
0.840,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,1
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,0,10-49,Pvt Ltd,1
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,100-499,Pvt Ltd,1
0.780,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,500-999,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1
0.840,Male,Has relevent experience,Part time course,Graduate,STEM,6,0-9,Pvt Ltd,1
0.870,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-499,Pvt Ltd,0
0.840,Male,Has relevent experience,No Enrollment,Masters,STEM,9,10-49,Pvt Ltd,0
0.930,Male,No relevent experience,Full time course,Graduate,STEM,6,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,0-9,Pvt Ltd,0
0.910,Male,No relevent experience,Part time course,Graduate,STEM,3,1000-4999,Public Sector,0
0.870,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,11,0-9,Early Stage Startup,0
0.700,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,50-99,Public Sector,0
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,1,10-49,Pvt Ltd,1
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0
0.670,Male,Has relevent experience,No Enrollment,Masters,STEM,21,100-499,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Funded Startup,1
0.760,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,100-499,Funded Startup,0
0.620,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1
0.670,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.920,Female,No relevent experience,No Enrollment,Phd,Humanities,10,1000-4999,NGO,0
0.880,Male,Has relevent experience,Full time course,Graduate,STEM,7,10-49,Pvt Ltd,1
0.800,Male,Has relevent experience,No Enrollment,Graduate,No Major,4,1000-4999,Pvt Ltd,0
0.880,Male,Has relevent experience,No Enrollment,Masters,STEM,16,50-99,Pvt Ltd,1
0.770,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,100-499,Pvt Ltd,0
0.550,Male,Has relevent experience,No Enrollment,Graduate,STEM,1,50-99,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,Humanities,4,100-499,Funded Startup,0
0.920,Male,No relevent experience,No Enrollment,Graduate,STEM,20,10000+,NGO,0
0.860,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0
0.870,Male,Has relevent experience,No Enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,0
0.860,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1
0.920,Male,No relevent experience,No Enrollment,Graduate,Arts,11,500-999,NGO,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.880,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,100-499,NGO,0
0.750,Female,Has relevent experience,No Enrollment,Graduate,STEM,9,1000-4999,NGO,0
0.690,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,10-49,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0
0.840,Male,Has relevent experience,Full time course,Graduate,Humanities,0,100-499,Pvt Ltd,0
0.760,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0
0.860,Male,Has relevent experience,No Enrollment,Masters,STEM,6,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0
0.920,Female,No relevent experience,No Enrollment,Masters,Humanities,4,50-99,Funded Startup,0
0.880,Male,Has relevent experience,No Enrollment,Masters,STEM,17,100-499,Pvt Ltd,0
0.940,Male,No relevent experience,No Enrollment,Phd,STEM,21,100-499,Public Sector,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,20,10000+,Pvt Ltd,0
0.750,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.580,Male,No relevent experience,Part time course,Graduate,STEM,2,100-499,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,6,100-499,NGO,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,Other,21,500-999,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,50-99,NGO,0
0.620,Male,No relevent experience,No Enrollment,Masters,STEM,3,0-9,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0
0.620,Female,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1
0.580,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,100-499,Pvt Ltd,1
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,11,500-999,Pvt Ltd,0
0.560,Female,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,1
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Early Stage Startup,1
0.730,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1
0.950,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,500-999,Public Sector,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,10000+,Public Sector,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,1
0.950,Male,Has relevent experience,No Enrollment,Masters,STEM,10,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,2,50-99,Funded Startup,0
0.550,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1
0.680,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,Humanities,14,10000+,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Funded Startup,0
0.840,Male,Has relevent experience,No Enrollment,Masters,STEM,13,0-9,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,0-9,Funded Startup,0
0.900,Female,Has relevent experience,Full time course,Graduate,STEM,4,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1
0.850,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,0-9,Pvt Ltd,0
0.930,Male,Has relevent experience,Full time course,Graduate,STEM,19,10-49,Funded Startup,1
0.900,Male,Has relevent experience,Part time course,Graduate,STEM,7,0-9,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.620,Female,No relevent experience,No Enrollment,Masters,STEM,5,50-99,Pvt Ltd,0
0.880,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,50-99,Funded Startup,0
0.530,Male,Has relevent experience,Full time course,Graduate,STEM,2,10-49,Pvt Ltd,0
0.910,Female,No relevent experience,No Enrollment,Graduate,No Major,14,50-99,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,5,10000+,Pvt Ltd,0
0.930,Male,No relevent experience,No Enrollment,Graduate,STEM,21,0-9,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.550,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1
0.890,Male,Has relevent experience,No Enrollment,Masters,STEM,21,100-499,Pvt Ltd,0
0.580,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,18,10-49,Pvt Ltd,0
0.880,Male,Has relevent experience,Part time course,Graduate,STEM,11,10-49,Early Stage Startup,0
0.700,Male,Has relevent experience,No Enrollment,Masters,STEM,21,100-499,Pvt Ltd,0
0.940,Female,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Masters,STEM,21,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,11,10-49,Early Stage Startup,0
0.890,Male,Has relevent experience,No Enrollment,Phd,STEM,10,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,5,10-49,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,0-9,Pvt Ltd,0
0.840,Male,No relevent experience,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,0
0.580,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,1
0.920,Other,No relevent experience,No Enrollment,Graduate,Business Degree,0,1000-4999,Pvt Ltd,0
0.840,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,100-499,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,50-99,Funded Startup,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,10,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,0
0.740,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.740,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,Full time course,Graduate,STEM,5,10-49,Public Sector,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,100-499,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,8,100-499,Pvt Ltd,1
0.920,Male,No relevent experience,No Enrollment,Graduate,Business Degree,5,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1
0.930,Male,Has relevent experience,No Enrollment,Graduate,Humanities,18,100-499,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,21,500-999,Pvt Ltd,0
0.930,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,100-499,Pvt Ltd,1
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-499,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,0
0.780,Male,Has relevent experience,No Enrollment,Masters,STEM,6,0-9,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,Humanities,13,0-9,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0
0.650,Male,Has relevent experience,Part time course,Graduate,STEM,1,10-49,Early Stage Startup,0
0.940,Male,No relevent experience,No Enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0
0.620,Female,No relevent experience,No Enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,Other,7,5000-9999,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,7,0-9,Pvt Ltd,0
0.920,Female,No relevent experience,No Enrollment,Graduate,Humanities,1,500-999,Public Sector,1
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,1,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,5000-9999,Public Sector,0
0.620,Female,No relevent experience,No Enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,0,10-49,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,100-499,Funded Startup,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.750,Male,Has relevent experience,Part time course,Graduate,STEM,4,10-49,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,100-499,NGO,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,0-9,Funded Startup,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,10-49,Early Stage Startup,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,0-9,Funded Startup,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,10-49,Other,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,8,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,0-9,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,Other,13,1000-4999,NGO,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10-49,Pvt Ltd,0
0.620,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Phd,STEM,21,50-99,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,2,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1
0.920,Male,No relevent experience,No Enrollment,Graduate,STEM,15,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,0
0.770,Male,Has relevent experience,No Enrollment,Masters,STEM,14,5000-9999,Public Sector,0
0.930,Male,No relevent experience,No Enrollment,Masters,Humanities,11,50-99,Pvt Ltd,0
0.620,Female,No relevent experience,Full time course,Masters,STEM,6,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0
